x1,x2
-0.677999381,-0.698756982
0.931437462,0.191391335
0.548291311,-0.006017146
0.872836923,0.375023318
0.435427203,-0.294726379
-0.536253308,-0.163470807
0.935533986,-0.069950238
0.159219356,0.971414941
-0.611547305,0.751418444
0.42304031,-0.268125394
0.173146599,-0.458362607
-0.219125296,-0.39884899
0.096108929,-0.519601932
-0.104485902,0.942076852
0.967686888,-0.17418264
0.754242276,-0.621617318
-0.043995652,-0.531986523
0.430365191,-0.355165378
-1.027807339,0.155325069
-0.22854775,0.382528681
0.071757702,0.989000422
0.655803368,-0.812774995
0.758490459,0.629617799
-0.866655524,-0.497840814
-0.520034815,0.072190441
0.394908686,0.221529486
-0.480140547,-0.098754265
-0.184217697,-0.921755265
0.10159623,0.524726534
-0.14061516,-0.420061888
0.305418259,-0.305835686
-0.850260522,0.502583322
-0.520933357,-0.010491941
0.157636717,0.523338204
-0.434188799,0.023918088
0.31651251,-0.394524627
-0.603595428,-0.675229786
0.120921224,-0.969693407
-0.699461414,-0.700145077
-0.829812739,0.384497375
-0.450134804,-0.28503001
0.342891409,-0.455510411
0.531813872,0.031430827
0.738476836,-0.657937671
-0.61545742,0.768497566
-0.378751736,-0.893042993
-0.469287271,0.170619147
0.940516023,-0.345081358
0.280564436,0.318425253
-0.375462798,-0.387241813
0.51335631,0.249786173
-0.461774078,-0.224138225
0.053183134,-0.948770752
0.07080838,-0.380032121
-0.160072009,-0.895151007
-0.02748724,-0.554549245
0.912893765,-0.342490288
-0.441389448,-0.890763591
0.454789886,0.032808702
-0.506643589,0.080482291
-0.734677308,-0.666445869
0.860849283,0.554750787
-0.456707307,0.221557113
-0.331154152,0.969166104
0.035349443,0.466655452
-0.008866992,0.516405198
-0.312811249,-1.016868176
-0.331718064,-0.439312944
-0.753689658,-0.642231746
-0.546627321,0.079896398
0.914885495,0.087660812
-0.946636423,-0.593911785
0.407068031,0.108281895
-0.409579473,0.293544146
0.418978524,0.871143156
-0.079673339,-0.959064218
0.022270552,0.492023681
-0.128444879,1.034037886
0.29612881,0.927400373
0.221447658,-0.372742653
0.423269204,-0.21243441
-0.924347372,-0.351271168
-0.605628633,-0.715164198
-0.765675805,-0.728862121
0.338073383,0.372802714
-0.428441217,0.807282701
0.333686336,-0.263153562
-0.524092124,-0.848993447
-0.03860908,-0.995679528
-0.984525865,0.046950921
0.210340334,-0.985423986
0.00888553,-0.99603239
-0.659498663,0.594582437
0.97192635,0.224893969
-0.353676927,-0.235195785
-0.057825017,-0.566346796
0.871633741,-0.633180701
-0.321463896,0.931367786
0.98481673,0.281003161
0.087166962,0.529270041
-0.388276701,0.193738971
0.179648286,-0.497590881
0.551416195,0.87300675
0.057045169,0.497795713
-0.57383221,0.03336156
0.074691899,0.579819495
-0.952957907,0.325481302
-0.732914227,-0.528068544
0.248819871,-0.95667076
-0.511008982,0.180195992
-0.01596677,1.03727049
0.961245378,0.087256491
0.924576657,0.380657354
0.69458853,0.584796859
-0.168396128,-0.486704748
0.112855934,0.455664374
0.905956951,0.235715525
